place_name,address,lat,lon,tags,description,category_clean,governorateId
Tutankhamun's Tomb,"Valley of the Kings, Luxor, Egypt",29.9965582,31.2182907,"guided_tours, historical_site, tourist_hotspot","The tomb of Tutankhamun, known as KV62, lies in the eastern branch of the Valley of the Kings on the west bank of the Nile near Luxor, Egypt. Discovered by Howard Carter in 1922, it is one of the few royal tombs open to visitors, offering a guided tour through its frescoed chambers. The site is part of a larger archaeological complex that includes Medinet Habu and attracts many tourists interested in ancient Egyptian history.",culture,3
Nasser's Museum,"Cairo, Egypt",29.9965639,31.2182073,"historical_site, landmark, museum, tourist_hotspot","The Gamal Abdel Nasser Museum is a biographical museum in Cairo, Egypt. The museum is dedicated to president Gamal Abdel Nasser, the second President of Egypt.",culture,9
Ascent climbing gym,"Cairo, Egypt",29.964411,31.2710215,"adventure, family_friendly, kid_friendly","Climbing is a sport thats suitable for all fitness levels. To get the best experience, we suggest booking our Climbing experience, so you can see what this sport has to offer, guided by one of our instructors. We also offer private sessions, if thats more suitable.",activities,9
Heritage Museum,"Tahrir Square, Cairo, Egypt",29.9976227,31.2172423,"historical_site, landmark, museum, tourist_hotspot","Located in the heart of Tahrir Square, Cairo, the Heritage Museum houses one of the world's oldest collections of Pharaonic art and monuments, spanning over 13,600 sq. meters with more than 100 exhibition halls. Established in the late 19th century and designed by French architect Marcel Dourgnon, the museum features a central rotunda, double-height rooms topped by a skylight, and connects galleries on both floors, serving as a pivotal site for Egyptology and Egyptian heritage.",culture,9
Daily Life in Ancient Egypt's Museum,"Near the Pyramids of Giza as part of the ancient site of Memphis and its necropolis (a world heritage site), the Grand Egyptian Museum is located at El Remayah Square along the Cairo-Alexandria Desert Road.",29.9976041,31.217422,"historical_site, museum, tourist_hotspot","Near the Pyramids of Giza as part of the ancient site of Memphis and its necropolis (a world heritage site), the Grand Egyptian Museum is located at El Remayah Square along the Cairo-Alexandria Desert Road. Explore over 6,000 artefacts, carefully laid to rest with the King to accompany him into eternity. Among these treasures lie not only items of regal splendor used in ceremonial rites and religious observances but also intimate possessions like jewellery, garments, furnishings, sustenance, transportation, and armaments, o‑fering a profound glimpse into his life and afterlife.",culture,10
CAIRO PICKLEBALL ACADEMY,"Qesm El Maadi, Cairo, Egypt",29.9618813,31.2713873,"cozy, family_friendly, instagrammable, local_favorite","Cairo Pickleball Academy is a community-focused pickleball hub located in the Maadi district of Cairo, Egypt. Founded in August 2021, it offers lessons and organized play for players of all ages, emphasizing the growth of the sport and community engagement. The academy operates under the ownership of Jump4JoyCairo and aims to make pickleball accessible and enjoyable for everyone.",activities,9
Amphitrion,Amphitrion Main Restaurant - Wyndham Poseidon Resort,30.0902838,31.3202898,"cozy, luxury, restaurant",Begin the day as wonderfully as you mean to go on and gear up for what's ahead at Amphitrion Restaurant. With the sun's morning glow as your companion savour a delicious breakfast buffet of local and international classics as your morning cup of coffee invigorates body and soul. With expertly curated buffets that will leave you spoiled for tasty choices and ensures magical midday moments and the perfect end to those unforgettable holiday evenings.,food_drink,9
Pizza Hut,"1 Mohamed Mahmoud St. El Tahrir Sq., Cairo 11511 Egypt",30.0590724,31.4882969,"restaurant, scenic, tourist_hotspot","Explore the culinary delights of cairo, egypt at Pizza Hut, where flavors come to life. Indulge in a dining experience that suits every palate with $$ - $$$ options and a 3.0 rating. Secure your table via  and savor unique features like Business.",food_drink,9
KFC,"29 Nasr Street, New Maadi, Mo'men Square, Cairo, Egypt",30.0590254,31.4882361,"fast_food, local_favorite, restaurant","KFC is a fast‑food restaurant located at 29 Nasr Street in the New Maadi district of Cairo, Egypt. It offers classic fried chicken and other menu items, with online ordering available for delivery. The outlet operates within the Maadi community, serving both locals and visitors.",food_drink,9
Tikka,"Giza, Egypt",30.0589969,31.4901515,"fast_food, local_favorite, restaurant","Chicken Tikka in Giza is a restaurant that has received 31 unbiased reviews on Tripadvisor, rating 4.1 out of 5, and is ranked #73 among 310 restaurants in Giza. The venue specializes in chicken tikka within a fast‑food environment.",food_drink,10
Hardee's,"Cairo, Egypt",30.0590782,31.4901351,"family_friendly, fast_food, restaurant","Hardee's is a fast‑food restaurant operating in Egypt where it offers a menu of burgers, chicken items, sandwiches, French fries, soft drinks, and desserts. The chain is part of the Americana Group franchise network and provides delivery services such as Talabat, earning a 4.4 rating from over ten thousand reviews. Its presence spans multiple Egyptian locations, making it a popular quick‑service dining option.",food_drink,9
DUO,"Cairo, Egypt",30.1038226,31.3486723,"fine_dining, luxury, restaurant","DUO is an accommodation and food services company operating in Cairo, Egypt. It is part of a group of hospitality businesses that manage hotels, resorts, and restaurants across the country. The company focuses on providing diverse dining and lodging options to customers.",food_drink,9
McDonalds,"12 Nile Plaza, Zamalek, Cairo, Egypt",30.0172397,31.4322951,"family_friendly, fast_food, restaurant","McDonald’s was founded more than 60 years ago. And in 1994, McDonald’s opened its first restaurant in Egypt. Today, over 90,000 customers are served under the Golden Arches at more than 120 stores throughout the country. McDonald’s Manfoods Egypt is a 100% Egyptian company with a 100% Egyptian workforce, and is owned by Yassin Mansour.",food_drink,9
Air Mall,Mall of Egypt,30.1252244,31.4036663,"cafe, cozy, family_friendly, fine_dining, restaurant","Mall of Egypt in Giza is a premier shopping destination that houses a diverse selection of restaurants and cafés, ranging from traditional Egyptian cuisine at Desoky & Soda to Italian fare at Piero and premium steaks at Sizzler. The food court also includes international chains such as PAUL Bakery and T.G.I. Fridays, offering everything from freshly baked bread to casual American dining. Visitors can enjoy a vibrant atmosphere across multiple floors with views of the mall’s map and amenities.",food_drink,10
Burger King,"Cairo, Egypt",30.1114022,31.3960429,"budget_friendly, fast_food, restaurant","Burger King is an American fast food chain that entered Egypt in 2007 and now operates 44 restaurants, according to the Wikipedia list. The master franchisee for the Middle East and North Africa is Olayan Group, operating under the Arabic name برغر كينغ. The chain follows the international model of pairing with master franchisees to sub‑license new stores and maintain standards.",food_drink,9
Basha,"الحديقة الطفل, Al Mintaqah as Sādisah, Nasr City, Cairo Governorate 4450420, Egypt",30.1129466,31.3958879,"cafe, cozy, local_favorite","I Basha Cafe And Restaurant is a cozy halal eatery located in the Al Mintaqah as Sādisah area of Nasr City, Cairo. It offers a warm atmosphere, a wide selection of dishes from light snacks to full‑course meals, and is known for its friendly service and clean environment.",food_drink,9
Deals,Egypt,30.0923047,31.3265367,"beach, restaurant, tourist_hotspot","Explore Egypt businesses for sale on DealStream, the leading online marketplace to buy a business in Egypt. Discover profitable opportunities across Cairo, Alexandria, the Red Sea coast and beyond—featuring restaurants, manufacturing firms, tourism ventures and more. Browse our up-to-date listings now to connect with sellers, review financials and secure your next investment in one of North Africa’s fastest-growing economies.",activities,9
KFC,"29 Nasr Street , New Maadi , Mo'men Square  El-Nasr Street, Maadi

19019

29 Nasr Street , New Maadi , Mo'men Square  El-Nasr Street, Maadi",30.0688081,31.3557797,"budget_friendly, family_friendly, fast_food, local_favorite, restaurant","elmenus  {{ address.data.phoneNumber }}

### {{staticContent.restaurant.checkout.reviewOrder}}

{{staticContent.restaurant.checkout.mustPlaceOrder}}

#### {{getTextFromRemoteConfig('Payment\_Summary\_Title')}}

#### {{staticContent.restaurant.checkout.orderSummary}}

###### {{staticContent.common.subTotal}}

 {{ toFixedPrice(basket.data.receipt.subTotal) }} {{staticContent.common.egp}}

###### {{staticContent.restaurant.checkout.items}}

 {{ basketItemsCount }}

###### {{staticContent.common.tax}}

 {{ toFixedPrice(basket.data.receipt.tax) }} {{staticContent.common.egp}}

###### {{staticContent.common.deliveryFee}}

 info  {{ staticContent.common.feesToolTipTitle }}

{{getTextFromRemoteConfig('Message\_info\_delivery')}} [...] ### Choose your delivery location

### {{ restaurantPage.orderingFlagMessage.message }} {{ flatAreas[deliveryStatus.areaUUID] ? (flatZones[zoneSelected] && true ? flatZones[zoneSelected].name+' ':'') + flatAreas[deliveryStatus.areaUUID].name : staticContent.header.chooseLocation}}

{{staticContent.header.enableBrowser}}

{{staticContent.header.couldentDetectArea}}

cover photo

KFC

 closed

# KFC Order online

( 29469 )

 Fried chicken

29 Nasr Street , New Maadi , Mo'men Square  El-Nasr Street, Maadi

19019

29 Nasr Street , New Maadi , Mo'men Square  El-Nasr Street, Maadi

## You can order online from

## You might also like

## {{ restaurant.data.name }}

{{ tag.data.name }}{{ index < restaurant.data.tags.length-1 ? ' - ' : '' }}

({{ restaurant.data.reviewsRating.numberOfReviews }}) [...] ###### {{staticContent.common.discount}}

  {{ basket.data.receipt.totalBeforeDiscount && toFixedPrice(basket.data.receipt.totalBeforeDiscount - (basket.data.receipt.total + basket.data.receipt.walletDiscount)) }}  {{staticContent.common.egp}}

###### {{staticContent.common.orderTotal}}

  {{ toFixedPrice(basket.data.receipt.totalBeforeDiscount) }}   {{ toFixedPrice(basket.data.receipt.total) }}  {{staticContent.common.egp}}

##### {{staticContent.restaurant.basket.bulkRemoveConfirm}}

{{staticContent.restaurant.basket.bulkRemoveDesc}}

{{staticContent.common.updateAddress}}

##### {{ staticContent.restaurant.basket.errors.NO\_INTERNET }}

{{ staticContent.restaurant.basket.errors.PLEASE\_CHECK\_INTERNET }}

##### {{ staticContent.restaurant.basket.errors.GENERIC\_ERROR }}",food_drink,9
